Date,Open,High,Low,Close,Volume,Adj Close
9/1/2011,1219.119995,1229.290039,1114.219971,1131.420044,5104933800,1131.420044
8/1/2011,1292.589966,1307.380005,1101.540039,1218.890015,4942913400,1218.890015
7/1/2011,1320.640015,1356.47998,1282.859985,1292.280029,4308168000,1292.280029
6/1/2011,1345.199951,1345.199951,1258.069946,1320.640015,4105601300,1320.640015
5/2/2011,1365.209961,1370.579956,1311.800049,1345.199951,4114534200,1345.199951
4/1/2011,1329.47998,1364.560059,1294.699951,1363.609985,4042194000,1363.609985
3/1/2011,1328.640015,1332.280029,1249.050049,1325.829956,4046691700,1325.829956
2/1/2011,1289.140015,1344.069946,1289.140015,1327.219971,3182974200,1327.219971
1/3/2011,1257.619995,1302.670044,1257.619995,1286.119995,4816605000,1286.119995
12/1/2010,1186.599976,1262.599976,1186.599976,1257.640015,3762922700,1257.640015
11/1/2010,1185.709961,1227.079956,1173,1180.550049,4354084200,1180.550049
10/1/2010,1143.48999,1196.140015,1131.869995,1183.26001,4432102300,1183.26001
9/1/2010,1049.719971,1157.160034,1049.719971,1141.199951,3993981400,1141.199951
8/2/2010,1107.530029,1129.23999,1039.699951,1049.329956,4080773600,1049.329956
7/1/2010,1031.099976,1120.949951,1010.909973,1101.599976,4704026600,1101.599976
6/1/2010,1087.300049,1131.22998,1028.329956,1030.709961,5235174000,1030.709961
5/3/2010,1188.579956,1205.130005,1040.780029,1089.410034,6626699400,1089.410034
4/1/2010,1171.22998,1219.800049,1170.689941,1186.689941,5847150900,1186.689941
3/1/2010,1105.359985,1180.689941,1105.359985,1169.430054,4702951700,1169.430054
2/1/2010,1073.890015,1112.420044,1044.5,1104.48999,4658238400,1104.48999
1/4/2010,1116.560059,1150.449951,1071.589966,1073.869995,5071601500,1073.869995
12/1/2009,1098.890015,1130.380005,1085.890015,1115.099976,4163287200,1115.099976
11/2/2009,1036.180054,1113.689941,1029.380005,1095.630005,4443852500,1095.630005
10/1/2009,1054.910034,1101.359985,1019.950012,1036.189941,5451064000,1036.189941
9/1/2009,1019.52002,1080.150024,991.969971,1057.079956,5633064200,1057.079956
8/3/2009,990.219971,1039.469971,978.51001,1020.619995,5764944200,1020.619995
7/1/2009,920.820007,996.679993,869.320007,987.47998,5080675400,987.47998
6/1/2009,923.26001,956.22998,888.859985,919.320007,5330941800,919.320007
5/1/2009,872.73999,930.169983,866.099976,919.140015,6883268000,919.140015
4/1/2009,793.590027,888.700012,783.320007,872.809998,6938945600,872.809998
3/2/2009,729.570007,832.97998,666.789978,797.869995,7633306300,797.869995
2/2/2009,823.090027,875.01001,734.52002,735.090027,7022036200,735.090027
1/2/2009,902.98999,943.849976,804.299988,825.880005,5872061000,825.880005
12/1/2008,888.609985,918.849976,815.690002,903.25,5320791300,903.25
11/3/2008,968.669983,1007.51001,741.02002,896.23999,6231635200,896.23999
10/1/2008,1164.170044,1167.030029,839.799988,968.75,7226842600,968.75
9/2/2008,1287.829956,1303.040039,1106.420044,1166.359985,6902142800,1166.359985
8/1/2008,1269.420044,1313.150024,1247.449951,1282.829956,4264482300,1282.829956
7/1/2008,1276.689941,1292.170044,1200.439941,1267.380005,5923937200,1267.380005
6/2/2008,1399.619995,1404.050049,1272,1280,4840303300,1280
5/1/2008,1385.969971,1440.23999,1373.069946,1400.380005,4039814700,1400.380005
4/1/2008,1326.410034,1404.569946,1324.349976,1385.589966,4113069000,1385.589966
3/3/2008,1330.449951,1359.680054,1256.97998,1322.699951,4868908000,1322.699951
2/1/2008,1378.599976,1396.02002,1316.75,1330.630005,4148143000,1330.630005
1/2/2008,1467.969971,1471.77002,1270.050049,1378.550049,4925982300,1378.550049
12/3/2007,1479.630005,1523.569946,1435.650024,1468.359985,3363127500,1468.359985
11/1/2007,1545.790039,1545.790039,1406.099976,1481.140015,4317578500,1481.140015
10/1/2007,1527.290039,1576.089966,1489.560059,1549.380005,3477202100,1549.380005
9/4/2007,1473.959961,1538.73999,1439.290039,1526.75,3196581500,1526.75
8/1/2007,1455.180054,1503.890015,1370.599976,1473.98999,4091885600,1473.98999
7/2/2007,1504.660034,1555.900024,1454.25,1455.27002,3564854700,1455.27002
6/1/2007,1530.619995,1540.560059,1484.180054,1503.349976,3261343300,1503.349976
5/1/2007,1482.369995,1535.560059,1476.699951,1530.619995,3104253600,1530.619995
4/2/2007,1420.829956,1498.02002,1416.369995,1482.369995,3006294500,1482.369995
3/1/2007,1406.800049,1438.890015,1363.97998,1420.859985,3205736800,1420.859985
2/1/2007,1437.900024,1461.569946,1389.420044,1406.819946,2935275700,1406.819946
1/3/2007,1418.030029,1441.609985,1403.969971,1438.23999,2983144500,1438.23999
12/1/2006,1400.630005,1431.810059,1385.930054,1418.300049,2462849000,1418.300049
11/1/2006,1377.76001,1407.890015,1360.97998,1400.630005,2826198000,1400.630005
10/2/2006,1335.819946,1389.449951,1327.099976,1377.939941,2708938600,1377.939941
9/1/2006,1303.800049,1340.280029,1290.930054,1335.849976,2563743500,1335.849976
8/1/2006,1278.530029,1306.73999,1261.300049,1303.819946,2280876500,1303.819946
7/3/2006,1270.060059,1280.420044,1224.540039,1276.660034,2440476000,1276.660034
6/1/2006,1270.050049,1290.680054,1219.290039,1270.199951,2632855400,1270.199951
5/1/2006,1310.609985,1326.699951,1245.339966,1270.089966,2591135900,1270.089966
4/3/2006,1302.880005,1318.160034,1280.73999,1310.609985,2406755200,1310.609985
3/1/2006,1280.660034,1310.880005,1268.420044,1294.869995,2310510800,1294.869995
2/1/2006,1280.079956,1297.569946,1253.609985,1280.660034,2380568400,1280.660034
1/3/2006,1248.290039,1294.900024,1245.73999,1280.079956,2595998000,1280.079956
12/1/2005,1249.47998,1275.800049,1246.589966,1248.290039,2057125200,1248.290039
11/1/2005,1207.01001,1270.640015,1201.069946,1249.47998,2260836100,1249.47998
10/3/2005,1228.810059,1233.339966,1168.199951,1207.01001,2493393300,1207.01001
9/1/2005,1220.329956,1243.130005,1205.349976,1228.810059,2232144200,1228.810059
8/1/2005,1234.180054,1245.859985,1201.069946,1220.329956,1930243400,1220.329956
7/1/2005,1191.329956,1245.150024,1183.550049,1234.180054,1962713500,1234.180054
6/1/2005,1191.5,1219.589966,1188.300049,1191.329956,1929251300,1191.329956
5/2/2005,1156.849976,1199.560059,1146.180054,1191.5,1960127100,1191.5
4/1/2005,1180.589966,1191.880005,1136.150024,1156.849976,2180315700,1156.849976
3/1/2005,1203.599976,1229.109985,1163.689941,1180.589966,1874017200,1180.589966
2/1/2005,1181.27002,1212.439941,1180.949951,1203.599976,1636467800,1203.599976
1/3/2005,1211.920044,1217.800049,1163.75,1181.27002,1658930000,1181.27002
12/1/2004,1173.780029,1217.329956,1173.780029,1211.920044,1449518100,1211.920044
11/1/2004,1130.199951,1188.459961,1127.599976,1173.819946,1524465700,1173.819946
10/1/2004,1114.579956,1142.050049,1090.290039,1130.199951,1571990400,1130.199951
9/1/2004,1104.23999,1131.540039,1099.180054,1114.579956,1360850900,1114.579956
8/2/2004,1101.719971,1109.680054,1060.719971,1104.23999,1260227200,1104.23999
7/1/2004,1140.839966,1140.839966,1078.780029,1101.719971,1456371400,1101.719971
6/1/2004,1120.680054,1146.339966,1113.319946,1140.839966,1381109500,1140.839966
5/3/2004,1107.300049,1127.73999,1076.319946,1120.680054,1524950000,1120.680054
4/1/2004,1126.209961,1150.569946,1107.22998,1107.300049,1583171400,1107.300049
3/1/2004,1144.939941,1163.22998,1087.160034,1126.209961,1528634700,1126.209961
2/2/2004,1131.130005,1158.97998,1124.439941,1144.939941,1554000000,1144.939941
1/2/2004,1111.920044,1155.380005,1105.079956,1131.130005,1722750000,1131.130005
12/1/2003,1058.199951,1112.560059,1053.410034,1111.920044,1312119500,1111.920044
11/3/2003,1050.709961,1063.650024,1031.199951,1058.199951,1313181000,1058.199951
10/1/2003,995.969971,1053.790039,995.969971,1050.709961,1469452100,1050.709961
9/2/2003,1008.01001,1040.290039,990.359985,995.969971,1501457600,995.969971
8/1/2003,990.309998,1011.01001,960.840027,1008.01001,1229836600,1008.01001
7/1/2003,974.5,1015.409973,962.099976,990.309998,1507327200,990.309998
6/2/2003,963.590027,1015.330017,963.590027,974.5,1562219000,974.5
5/1/2003,916.919983,965.380005,902.830017,963.590027,1554328500,963.590027
4/1/2003,848.179993,924.23999,847.849976,916.919983,1498005700,916.919983
3/3/2003,841.150024,895.900024,788.900024,848.179993,1503596600,848.179993
2/3/2003,855.700012,864.640015,806.289978,841.150024,1400452600,841.150024
1/2/2003,879.820007,935.049988,840.340027,855.700012,1539433800,855.700012
12/2/2002,936.309998,954.280029,869.450012,879.820007,1289625700,879.820007
11/1/2002,885.76001,941.820007,872.049988,936.309998,1492221000,936.309998
10/1/2002,815.280029,907.440002,768.630005,885.76001,1717287300,885.76001
9/3/2002,916.070007,924.02002,800.200012,815.280029,1472279000,815.280029
8/1/2002,911.619995,965,833.440002,916.070007,1374013600,916.070007
7/1/2002,989.820007,994.460022,775.679993,911.619995,2012640000,911.619995
6/3/2002,1067.140015,1070.73999,952.919983,989.820007,1604925500,989.820007
5/1/2002,1076.920044,1106.589966,1048.959961,1067.140015,1281036300,1067.140015
4/1/2002,1147.390015,1147.839966,1063.459961,1076.920044,1372613600,1076.920044
3/1/2002,1106.72998,1173.939941,1106.72998,1147.390015,1385540000,1147.390015
2/1/2002,1130.199951,1130.199951,1074.359985,1106.72998,1444200000,1106.72998
1/2/2002,1148.079956,1176.969971,1081.660034,1130.199951,1490628500,1130.199951
12/3/2001,1139.449951,1173.619995,1114.530029,1148.079956,1303608500,1148.079956
11/1/2001,1059.780029,1163.380005,1054.310059,1139.449951,1317790400,1139.449951
10/1/2001,1040.939941,1110.609985,1026.76001,1059.780029,1361033900,1059.780029
9/4/2001,1133.579956,1155.400024,944.75,1040.939941,1777119300,1040.939941
8/1/2001,1211.22998,1226.27002,1124.869995,1133.579956,1055621700,1133.579956
7/2/2001,1224.420044,1239.780029,1165.540039,1211.22998,1186805200,1211.22998
6/1/2001,1255.819946,1286.619995,1203.030029,1224.380005,1265732800,1224.380005
5/1/2001,1249.459961,1315.930054,1232,1255.819946,1170568100,1255.819946
4/2/2001,1160.329956,1269.300049,1091.98999,1249.459961,1333839500,1249.459961
3/1/2001,1239.939941,1267.420044,1081.189941,1160.329956,1322155000,1160.329956
2/1/2001,1366.01001,1376.380005,1215.439941,1239.939941,1203668400,1239.939941
1/2/2001,1320.280029,1383.369995,1274.619995,1366.01001,1386909500,1366.01001
12/1/2000,1314.949951,1389.050049,1254.069946,1320.280029,1232315000,1320.280029
11/1/2000,1429.400024,1438.459961,1294.900024,1314.949951,1034230000,1314.949951
10/2/2000,1436.52002,1454.819946,1305.790039,1429.400024,1241718100,1429.400024
9/1/2000,1517.680054,1530.089966,1419.439941,1436.51001,1101770000,1436.51001
8/1/2000,1430.829956,1525.209961,1425.430054,1517.680054,931317300,1517.680054
7/3/2000,1454.599976,1517.319946,1413.890015,1430.829956,1002085000,1430.829956
6/1/2000,1420.599976,1488.930054,1420.599976,1454.599976,1054454500,1454.599976
5/1/2000,1452.430054,1481.51001,1361.089966,1420.599976,948127200,1420.599976
4/3/2000,1498.579956,1527.189941,1339.400024,1452.430054,1110055700,1452.430054
3/1/2000,1366.420044,1552.869995,1346.619995,1498.579956,1190591300,1498.579956
2/1/2000,1394.459961,1444.550049,1325.069946,1366.420044,1105815000,1366.420044
1/3/2000,1469.25,1478,1350.140015,1394.459961,1124410000,1394.459961
